Price (Target),Brand,CPU_Tier,CPU_Gen,RAM_GB,Storage_GB,Storage_Type,Has_Dedicated_GPU,Condition,Location,Is_Member
21000.0,Samsung,Unknown,Unknown,,,Unknown/eMMC,0,Used,Kurunegala,0
49900.0,Other,Core i5,4,8.0,128.0,SSD,0,Used,Colombo,1
90000.0,Apple,Unknown,Unknown,,,Unknown/eMMC,0,Used,Trincomalee,0
159000.0,Asus,Core i5,13,12.0,,Unknown/eMMC,0,New,Colombo,1
320000.0,Asus,Ryzen 7,Unknown,6.0,,Unknown/eMMC,1,Used,Colombo,1
389000.0,Lenovo,Core i7,13,,,Unknown/eMMC,1,New,Colombo,1
545000.0,Asus,Core Ultra 7,Unknown,,1024.0,NVMe SSD,1,Used,Colombo,1
29500.0,Samsung,Core i5,3,500.0,500.0,SSD,0,Used,Jaffna,1
239990.0,HP,Unknown,15,,,Unknown/eMMC,0,New,Colombo,1
43990.0,Other,Unknown,Unknown,4.0,128.0,Unknown/eMMC,0,Used,Polonnaruwa,1
260000.0,HP,Core i5,13,,,Unknown/eMMC,1,New,Colombo,1
57500.0,Lenovo,Core i5,8,,,Unknown/eMMC,0,Used,Gampaha,0
28500.0,Other,Core i5,5,4.0,500.0,HDD,0,Used,Colombo,1
238000.0,Lenovo,Core i5,16,8.0,512.0,SSD,0,Used,Colombo,1
110000.0,Asus,Unknown,Unknown,,,Unknown/eMMC,0,Used,Kurunegala,0
59900.0,HP,Core i5,6,8.0,500.0,SSD,0,Used,Colombo,1
185000.0,MSI,Core i3,13,,,Unknown/eMMC,0,Used,Colombo,0
157990.0,Asus,Core i5,13,12.0,256.0,SSD,0,New,Colombo,1
19900.0,Other,Unknown,Unknown,500.0,500.0,HDD,0,Used,Colombo,1
186500.0,HP,Ryzen 7,Unknown,16.0,512.0,NVMe SSD,0,Used,Colombo,1
28000.0,Other,Core i5,5,4.0,500.0,HDD,0,Used,Colombo,1
56000.0,HP,Core i5,6,8.0,500.0,HDD,0,Used,Colombo,1
108990.0,HP,Core i5,10,,,Unknown/eMMC,0,Used,Colombo,1
159000.0,Asus,Core i5,13,12.0,256.0,SSD,0,Used,Colombo,1
109500.0,Other,Core i5,11,512.0,512.0,NVMe SSD,0,Used,Colombo,1
125000.0,HP,Core i5,12,16.0,256.0,NVMe SSD,0,Used,Colombo,1
83990.0,Dell,Core i5,10,,,Unknown/eMMC,0,Used,Colombo,1
109500.0,HP,Ryzen 5,Unknown,16.0,,Unknown/eMMC,0,Used,Colombo,1
27999.0,Other,Core i7,3,4.0,500.0,HDD,0,Used,Kandy,1
19999.0,Other,Core i7,3,500.0,500.0,HDD,0,Used,Kandy,1
31999.0,Other,Core i5,6,500.0,500.0,HDD,0,Used,Kandy,1
36999.0,Other,Core i5,6,8.0,500.0,HDD,0,Used,Kandy,1
109000.0,HP,Core i5,10,16.0,256.0,SSD,0,Used,Colombo,1
75000.0,HP,Ryzen 7,Unknown,8.0,256.0,NVMe SSD,0,Used,Colombo,1
39999.0,Asus,Core i5,6,8.0,500.0,Unknown/eMMC,0,Used,Kandy,1
149500.0,Dell,Core i7,Unknown,32.0,512.0,Unknown/eMMC,0,New,Colombo,1
493990.0,Apple,Unknown,Unknown,16.0,512.0,Unknown/eMMC,0,Used,Colombo,1
98900.0,HP,Core i5,11,8.0,256.0,NVMe SSD,0,Used,Colombo,1
105000.0,Other,Ryzen 7,Unknown,16.0,,Unknown/eMMC,0,Used,Colombo,1
79500.0,Lenovo,Core i7,8,,,Unknown/eMMC,0,Used,Colombo,1
469000.0,MSI,Core i7,14,8.0,,Unknown/eMMC,1,New,Colombo,1
34999.0,Other,Core i5,6,,,Unknown/eMMC,0,Used,Kandy,1
174000.0,Asus,Core i5,14,8.0,512.0,SSD,0,New,Colombo,1
399000.0,Lenovo,Core i7,13,24.0,,Unknown/eMMC,1,Used,Colombo,1
236000.0,HP,Core i5,13,,,Unknown/eMMC,1,New,Colombo,1
33999.0,Other,Core i7,4,4.0,500.0,HDD,0,Used,Kandy,1
79500.0,Lenovo,Ryzen 3,Unknown,1.0,,Unknown/eMMC,0,Used,Colombo,1
25999.0,Other,Core i7,4,500.0,500.0,HDD,0,Used,Kandy,1
24999.0,Other,Core i7,2,4.0,500.0,Unknown/eMMC,0,Used,Kandy,1
164996.0,Samsung,Unknown,Unknown,256.0,256.0,Unknown/eMMC,0,Used,Colombo,1
224996.0,Samsung,Unknown,Unknown,256.0,256.0,Unknown/eMMC,0,Used,Colombo,1
89500.0,Dell,Core i7,8,512.0,512.0,SSD,0,Used,Colombo,1
16999.0,Dell,Core i7,2,4.0,500.0,HDD,0,Used,Kandy,1
99900.0,HP,Core i5,11,8.0,256.0,NVMe SSD,0,Used,Colombo,1
26999.0,Other,Core i5,4,4.0,500.0,Unknown/eMMC,0,Used,Kandy,1
149996.0,Samsung,Unknown,Unknown,8.0,128.0,Unknown/eMMC,0,Used,Colombo,1
279996.0,Samsung,Unknown,Unknown,256.0,256.0,Unknown/eMMC,0,Used,Colombo,1
18999.0,Other,Core i5,4,4.0,500.0,HDD,0,Used,Kandy,1
99996.0,Samsung,Unknown,Unknown,6.0,128.0,Unknown/eMMC,0,Used,Colombo,1
69500.0,Other,Core i5,8,,,Unknown/eMMC,1,Used,Colombo,1
194996.0,Samsung,Unknown,Unknown,256.0,256.0,Unknown/eMMC,0,Used,Colombo,1
255970.0,Samsung,Unknown,Unknown,12.0,256.0,Unknown/eMMC,0,Used,Colombo,1
24999.0,Other,Core i5,3,4.0,500.0,Unknown/eMMC,0,Used,Kandy,1
88900.0,HP,Core i5,10,256.0,256.0,NVMe SSD,0,Used,Colombo,1
197990.0,HP,Unknown,14,16.0,,Unknown/eMMC,0,New,Colombo,1
36990.0,Other,Core i5,4,,,Unknown/eMMC,0,Used,Colombo,1
190970.0,Samsung,Unknown,Unknown,12.0,256.0,Unknown/eMMC,0,Used,Colombo,1
47900.0,Other,Core i5,8,,,Unknown/eMMC,0,Used,Colombo,1
16999.0,Other,Core i5,3,500.0,500.0,HDD,0,Used,Kandy,1
130933.0,Samsung,Unknown,Unknown,8.0,128.0,Unknown/eMMC,0,Used,Colombo,1
65933.0,Samsung,Unknown,Unknown,8.0,128.0,Unknown/eMMC,0,Used,Colombo,1
99933.0,Samsung,Unknown,Unknown,8.0,128.0,Unknown/eMMC,0,Used,Colombo,1
181933.0,Samsung,Unknown,Unknown,12.0,256.0,Unknown/eMMC,0,Used,Colombo,1
34933.0,Samsung,Unknown,Unknown,4.0,,Unknown/eMMC,0,Used,Colombo,1
72500.0,Lenovo,Core i3,11,,,Unknown/eMMC,0,Used,Colombo,1
21999.0,Other,Core i5,2,4.0,500.0,Unknown/eMMC,0,Used,Kandy,1
152970.0,Samsung,Unknown,Unknown,12.0,256.0,Unknown/eMMC,0,Used,Colombo,1
13999.0,Other,Core i5,2,4.0,500.0,Unknown/eMMC,0,Used,Kandy,1
129970.0,Samsung,Unknown,Unknown,12.0,256.0,Unknown/eMMC,0,Used,Colombo,1
128996.0,Samsung,Unknown,Unknown,128.0,128.0,Unknown/eMMC,0,Used,Colombo,1
21000.0,Other,Core i3,3,4.0,500.0,Unknown/eMMC,0,Used,Kandy,1
104996.0,Samsung,Unknown,Unknown,128.0,128.0,Unknown/eMMC,0,Used,Colombo,1
89500.0,Dell,Core i7,7,512.0,512.0,Unknown/eMMC,0,Used,Colombo,1
174996.0,Samsung,Unknown,Unknown,12.0,256.0,Unknown/eMMC,0,Used,Colombo,1
68996.0,Samsung,Unknown,Unknown,128.0,128.0,Unknown/eMMC,0,Used,Colombo,1
145970.0,Samsung,Unknown,Unknown,8.0,128.0,Unknown/eMMC,0,Used,Colombo,1
12999.0,Other,Core i3,3,500.0,500.0,HDD,0,Used,Kandy,1
39996.0,Samsung,Unknown,Unknown,64.0,,Unknown/eMMC,0,Used,Colombo,1
31500.0,Other,Core i3,3,,,Unknown/eMMC,0,Used,Colombo,1
78990.0,Samsung,Unknown,Unknown,128.0,128.0,Unknown/eMMC,0,Used,Colombo,1
89500.0,Other,Core i5,10,,,Unknown/eMMC,1,Used,Colombo,1
387990.0,Asus,Core i9,Unknown,8.0,1024.0,Unknown/eMMC,1,New,Colombo,1
37900.0,Other,Core i5,4,4.0,,Unknown/eMMC,0,Used,Gampaha,1
62000.0,Lenovo,Core i5,7,8.0,,SSD,0,Used,Colombo,1
104958.0,Samsung,Unknown,Unknown,128.0,128.0,Unknown/eMMC,0,Used,Colombo,1
267990.0,Samsung,Unknown,Unknown,256.0,256.0,Unknown/eMMC,0,Used,Colombo,1
99980.0,Samsung,Unknown,Unknown,8.0,128.0,Unknown/eMMC,0,Used,Colombo,1
255990.0,Samsung,Unknown,Unknown,256.0,256.0,Unknown/eMMC,0,Used,Colombo,1
79500.0,Other,Core i5,8,16.0,,Unknown/eMMC,1,Used,Colombo,1
197990.0,Dell,Unknown,14,,,Unknown/eMMC,0,New,Colombo,1
65000.0,HP,Unknown,8,,,Unknown/eMMC,0,Used,Polonnaruwa,0
30000.0,Dell,Core i7,Unknown,,,Unknown/eMMC,0,Used,Ratnapura,0
159990.0,Samsung,Unknown,Unknown,256.0,256.0,Unknown/eMMC,0,Used,Colombo,1
329990.0,Samsung,Unknown,Unknown,256.0,256.0,Unknown/eMMC,0,Used,Colombo,1
197990.0,Asus,Unknown,14,8.0,512.0,SSD,0,Used,Colombo,1
1067990.0,Lenovo,Core Ultra 9,80,32.0,1024.0,NVMe SSD,1,New,Colombo,1
579990.0,Gigabyte,Unknown,15,8.0,,Unknown/eMMC,1,New,Colombo,1
33000.0,Other,Core i5,3,,,Unknown/eMMC,0,Used,Kalutara,0
339990.0,Asus,Unknown,15,16.0,1024.0,NVMe SSD,1,New,Colombo,1
237990.0,HP,Core Ultra 7,Unknown,16.0,1024.0,SSD,0,New,Colombo,1
55000.0,Lenovo,Unknown,Unknown,,,Unknown/eMMC,0,Used,Gampaha,0
35000.0,Other,Core i3,2,,,Unknown/eMMC,0,Used,Monaragala,0
770000.0,Other,Unknown,Unknown,32.0,,Unknown/eMMC,0,Used,Colombo,0
33000.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Badulla,0
279980.0,Apple,Apple M4,Unknown,16.0,256.0,Unknown/eMMC,0,Used,Colombo,1
343982.0,Apple,Apple M4,Unknown,16.0,512.0,Unknown/eMMC,0,Used,Colombo,1
343482.0,Apple,Apple M4,Unknown,16.0,256.0,Unknown/eMMC,0,New,Colombo,1
584900.0,Apple,Apple M4,Unknown,24.0,512.0,Unknown/eMMC,0,Used,Colombo,1
703900.0,Apple,Apple M4,Unknown,24.0,512.0,Unknown/eMMC,0,Used,Colombo,1
267990.0,HP,Ryzen 7,Unknown,16.0,,Unknown/eMMC,1,New,Colombo,1
79500.0,Lenovo,Ryzen 5,Unknown,,,Unknown/eMMC,0,Used,Colombo,1
43990.0,Other,Unknown,Unknown,4.0,128.0,Unknown/eMMC,0,Used,Polonnaruwa,1
122000.0,Apple,Apple M1,Unknown,,,Unknown/eMMC,0,Used,Galle,0
90000.0,Other,Core i5,8,,,Unknown/eMMC,0,Used,Vavuniya,0
166000.0,Lenovo,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
79500.0,Acer,Core i5,10,8.0,256.0,Unknown/eMMC,0,Used,Anuradhapura,0
90000.0,Dell,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
27600.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Anuradhapura,0
80000.0,Other,Core i7,7,,,SSD,0,Used,Kalutara,1
15000.0,HP,Unknown,Unknown,,,Unknown/eMMC,0,Used,Gampaha,0
17500.0,Lenovo,Unknown,Unknown,,,Unknown/eMMC,0,Used,Puttalam,0
28000.0,Other,Celeron,Unknown,,,Unknown/eMMC,0,Used,Badulla,0
128000.0,HP,Core i5,13,12.0,512.0,NVMe SSD,0,Used,Trincomalee,0
75000.0,Acer,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
12000.0,Other,Core i3,2,,,Unknown/eMMC,0,Used,Galle,0
36500.0,Other,Core i5,4,,,Unknown/eMMC,1,Used,Ratnapura,0
118000.0,Other,Core i5,Unknown,16.0,,Unknown/eMMC,1,Used,Colombo,0
120000.0,Other,Ryzen 7,Unknown,,,Unknown/eMMC,0,Used,Gampaha,0
65000.0,Other,Core i5,6,8.0,,Unknown/eMMC,0,Used,Puttalam,0
42000.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Kandy,0
120000.0,Asus,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
28900.0,Other,Core i5,Unknown,8.0,,Unknown/eMMC,0,Used,Colombo,1
32800.0,Other,Core i7,Unknown,8.0,,Unknown/eMMC,0,Used,Colombo,1
25900.0,Other,Core i5,Unknown,8.0,,Unknown/eMMC,0,Used,Colombo,1
22900.0,Other,Core i7,Unknown,8.0,500.0,HDD,0,Used,Colombo,1
15900.0,Other,Core i5,Unknown,8.0,,Unknown/eMMC,0,Used,Colombo,1
20000.0,HP,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
85000.0,HP,Unknown,11,256.0,256.0,Unknown/eMMC,0,Used,Colombo,1
695000.0,Asus,Core i9,14,6.0,1024.0,Unknown/eMMC,1,Used,Colombo,1
44900.0,Other,Core i5,Unknown,8.0,,SSD,0,Used,Gampaha,1
44800.0,Other,Core i3,2,,,Unknown/eMMC,0,Used,Anuradhapura,0
89000.0,Dell,Core i7,11,8.0,256.0,NVMe SSD,0,Used,Colombo,1
78500.0,Dell,Core i7,10,8.0,256.0,SSD,0,Used,Colombo,1
62000.0,Dell,Core i5,8,8.0,256.0,SSD,0,Used,Colombo,1
110000.0,MSI,Unknown,13,,,Unknown/eMMC,0,Used,Colombo,0
30000.0,Acer,Unknown,Unknown,,,Unknown/eMMC,0,Used,Kurunegala,0
150000.0,Other,Core i5,11,,,Unknown/eMMC,0,Used,Gampaha,0
97000.0,HP,Core i5,10,,,Unknown/eMMC,0,Used,Gampaha,0
35000.0,Other,Core i5,4,,,Unknown/eMMC,0,Used,Galle,0
30000.0,Dell,Unknown,Unknown,,,Unknown/eMMC,0,Used,Kilinochchi,0
389000.0,Lenovo,Core i7,13,,,Unknown/eMMC,1,New,Colombo,1
118000.0,HP,Core i5,11,512.0,512.0,NVMe SSD,0,Used,Colombo,1
279000.0,Acer,Core i5,13,16.0,512.0,SSD,1,Used,Colombo,1
159000.0,Acer,Ryzen 5,Unknown,8.0,512.0,NVMe SSD,0,Used,Colombo,1
205000.0,Lenovo,Core Ultra 5,Unknown,,,Unknown/eMMC,0,Used,Colombo,1
60000.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Kalutara,0
57000.0,Other,Unknown,Unknown,256.0,256.0,Unknown/eMMC,0,Used,Colombo,0
319990.0,Asus,Ryzen 7,Unknown,6.0,,Unknown/eMMC,1,Used,Colombo,1
165000.0,Asus,Unknown,14,,,Unknown/eMMC,0,Used,Ratnapura,1
68900.0,Other,Core i5,Unknown,,,Unknown/eMMC,0,Used,Kegalle,0
50000.0,Dell,Core i5,7,,,Unknown/eMMC,0,Used,Kandy,0
47000.0,Dell,Unknown,Unknown,,,Unknown/eMMC,0,Used,Kurunegala,0
22800.0,Other,Core i5,4,8.0,500.0,HDD,0,Used,Gampaha,1
100000.0,HP,Unknown,Unknown,,,Unknown/eMMC,0,Used,Gampaha,0
149500.0,Dell,Core i7,Unknown,32.0,512.0,Unknown/eMMC,0,New,Colombo,1
123990.0,Other,Core i5,12,8.0,256.0,NVMe SSD,0,Used,Colombo,1
29999.0,Other,Core i5,6,,,Unknown/eMMC,0,Used,Kandy,1
18950.0,Other,Core i3,4,8.0,500.0,HDD,0,Used,Gampaha,1
120000.0,Other,Ryzen 5,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
56450.0,HP,Core i5,6,8.0,256.0,SSD,0,Used,Gampaha,1
293000.0,Other,Ryzen 7,Unknown,,,Unknown/eMMC,1,Used,Kandy,1
204990.0,Apple,Apple M1,Unknown,16.0,512.0,SSD,0,Used,Colombo,1
320000.0,Asus,Ryzen 7,Unknown,6.0,,Unknown/eMMC,1,Used,Colombo,1
26500.0,Samsung,Unknown,Unknown,,,Unknown/eMMC,0,Used,Matara,0
220000.0,MSI,Core i5,Unknown,,,Unknown/eMMC,0,Used,Kalutara,0
229000.0,HP,Core i5,13,512.0,512.0,NVMe SSD,1,New,Colombo,1
109000.0,HP,Core i5,10,16.0,256.0,NVMe SSD,0,Used,Colombo,1
194500.0,MSI,Core i5,Unknown,8.0,512.0,NVMe SSD,0,Used,Colombo,1
228000.0,MSI,Core i5,12,8.0,512.0,NVMe SSD,1,Used,Colombo,1
245000.0,HP,Core Ultra 7,Unknown,16.0,512.0,NVMe SSD,0,Used,Colombo,1
157000.0,HP,Core i3,13,8.0,512.0,SSD,0,Used,Colombo,1
159000.0,Asus,Core i5,14,8.0,256.0,NVMe SSD,0,New,Colombo,1
279000.0,Asus,Core i5,14,16.0,512.0,NVMe SSD,1,Used,Colombo,1
530000.0,Asus,Core i7,14,8.0,,Unknown/eMMC,1,Used,Colombo,1
418000.0,Asus,Core i7,13,16.0,1024.0,Unknown/eMMC,1,Used,Colombo,1
507999.0,Asus,Ryzen 9,Unknown,,,Unknown/eMMC,1,Used,Colombo,1
175000.0,Asus,Core i5,14,8.0,512.0,NVMe SSD,0,New,Colombo,1
35000.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Galle,0
99000.0,HP,Core i5,11,8.0,256.0,NVMe SSD,0,Used,Colombo,1
230000.0,Other,Core i5,Unknown,8.0,256.0,NVMe SSD,1,New,Colombo,1
13500.0,Other,Unknown,Unknown,4.0,,Unknown/eMMC,0,Used,Gampaha,0
208000.0,Asus,Unknown,14,8.0,512.0,NVMe SSD,0,New,Colombo,1
339990.0,HP,Ryzen 7,15,,,Unknown/eMMC,1,New,Colombo,1
289990.0,Asus,Unknown,15,16.0,1024.0,Unknown/eMMC,1,New,Colombo,1
44900.0,Other,Core i5,Unknown,8.0,,SSD,0,Used,Gampaha,1
23000.0,HP,Unknown,Unknown,,,Unknown/eMMC,0,Used,Ratnapura,0
58000.0,Lenovo,Unknown,3,,,Unknown/eMMC,0,Used,Ratnapura,0
109000.0,HP,Core i5,10,16.0,256.0,NVMe SSD,0,Used,Colombo,1
75000.0,HP,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
53500.0,Dell,Core i5,8,,,Unknown/eMMC,0,Used,Colombo,1
33500.0,HP,Core i3,5,,,Unknown/eMMC,0,Used,Colombo,1
33500.0,HP,Core i3,5,,,Unknown/eMMC,0,Used,Colombo,1
135500.0,HP,Core i5,13,,,Unknown/eMMC,0,Used,Colombo,1
100000.0,Acer,Core i3,14,,,Unknown/eMMC,0,Used,Colombo,1
33500.0,HP,Core i3,5,,,Unknown/eMMC,0,Used,Colombo,1
35500.0,HP,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,1
75500.0,HP,Core i3,12,,,Unknown/eMMC,0,Used,Colombo,1
89000.0,HP,Core i5,10,8.0,256.0,NVMe SSD,0,Used,Colombo,1
94990.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Anuradhapura,0
60000.0,Other,Core i3,11,16.0,256.0,Unknown/eMMC,0,Used,Ampara,0
42000.0,Dell,Core i5,8,,,Unknown/eMMC,0,Used,Polonnaruwa,0
69450.0,HP,Ryzen 7,Unknown,8.0,256.0,NVMe SSD,0,Used,Gampaha,1
205000.0,Lenovo,Unknown,Unknown,8.0,512.0,NVMe SSD,0,Used,Colombo,1
95000.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Anuradhapura,0
46000.0,Lenovo,Unknown,Unknown,,,Unknown/eMMC,0,Used,Puttalam,0
299000.0,Apple,Apple M2,Unknown,512.0,512.0,Unknown/eMMC,0,Used,Gampaha,0
144000.0,MSI,Core i3,13,8.0,512.0,NVMe SSD,0,Used,Colombo,1
12000.0,Other,Pentium,Unknown,,,Unknown/eMMC,0,Used,Kegalle,0
179000.0,HP,Core Ultra 5,14,8.0,512.0,Unknown/eMMC,0,New,Colombo,1
84000.0,Dell,Core i5,10,8.0,256.0,NVMe SSD,0,Used,Colombo,1
142500.0,MSI,Core i5,13,16.0,512.0,NVMe SSD,0,Used,Colombo,1
30500.0,Other,Core i3,2,8.0,128.0,SSD,0,Used,Colombo,1
72500.0,Lenovo,Core i3,11,,,Unknown/eMMC,0,Used,Colombo,1
61000.0,Apple,Unknown,Unknown,,,Unknown/eMMC,0,Used,Gampaha,0
27500.0,Dell,Unknown,Unknown,,,Unknown/eMMC,0,Used,Gampaha,0
160000.0,HP,Unknown,Unknown,,,Unknown/eMMC,0,Used,Batticaloa,0
144000.0,HP,Unknown,14,8.0,512.0,NVMe SSD,0,Used,Colombo,1
90000.0,Asus,Ryzen 3,Unknown,,,Unknown/eMMC,0,Used,Anuradhapura,0
545000.0,Asus,Core Ultra 7,Unknown,,1024.0,NVMe SSD,1,Used,Colombo,1
132000.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Jaffna,0
176000.0,Dell,Core i5,13,8.0,,Unknown/eMMC,0,New,Colombo,1
134999.0,Asus,Core i3,13,8.0,256.0,NVMe SSD,0,New,Colombo,1
139000.0,Dell,Core i7,11,16.0,256.0,SSD,0,Used,Colombo,1
55000.0,Other,Core i5,8,,,Unknown/eMMC,0,Used,Kandy,0
112000.0,Dell,Core i5,11,16.0,256.0,NVMe SSD,0,Used,Colombo,1
20500.0,Asus,Unknown,Unknown,,,Unknown/eMMC,0,Used,Gampaha,0
106000.0,Apple,Apple M1,Unknown,16.0,256.0,Unknown/eMMC,0,Used,Kalutara,0
225000.0,MSI,Core i5,13,16.0,,Unknown/eMMC,1,New,Colombo,1
239999.0,MSI,Core i5,13,16.0,512.0,NVMe SSD,1,Used,Colombo,1
47500.0,Other,Unknown,Unknown,24.0,128.0,Unknown/eMMC,0,Used,Gampaha,1
143999.0,MSI,Core i3,13,8.0,512.0,NVMe SSD,0,New,Colombo,1
279000.0,Asus,Core i5,14,16.0,512.0,Unknown/eMMC,1,Used,Colombo,1
79000.0,HP,Core i5,7,8.0,256.0,NVMe SSD,0,Used,Colombo,1
179000.0,Asus,Unknown,14,8.0,,Unknown/eMMC,0,New,Colombo,1
183000.0,HP,Unknown,14,8.0,512.0,SSD,0,New,Colombo,1
199500.0,Other,Ryzen 7,Unknown,8.0,512.0,SSD,0,New,Colombo,1
479000.0,MSI,Core i7,14,,,Unknown/eMMC,1,New,Colombo,1
289000.0,Acer,Core i5,13,,,Unknown/eMMC,1,New,Colombo,1
88000.0,Dell,Core i5,10,,,Unknown/eMMC,0,Used,Colombo,1
275000.0,Acer,Core i5,Unknown,16.0,,Unknown/eMMC,1,New,Colombo,1
36990.0,Other,Core i5,4,,,Unknown/eMMC,0,Used,Colombo,1
144500.0,Other,Core i5,12,8.0,256.0,NVMe SSD,0,New,Colombo,1
70000.0,Other,Core i3,8,,,NVMe SSD,1,Used,Kalutara,0
159000.0,Asus,Core i5,14,256.0,256.0,NVMe SSD,0,New,Colombo,1
94000.0,Dell,Core i5,11,16.0,256.0,NVMe SSD,0,Used,Colombo,1
29500.0,HP,Core i3,6,4.0,,HDD,0,Used,Colombo,1
34000.0,Dell,Core i7,Unknown,,,Unknown/eMMC,0,Used,Anuradhapura,0
7500.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Gampaha,0
251000.0,Apple,Apple M1,Unknown,16.0,1024.0,Unknown/eMMC,0,Used,Kandy,0
29000.0,Samsung,Unknown,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
120000.0,Asus,Core i3,13,8.0,,Unknown/eMMC,0,Used,Kandy,0
155000.0,Other,Unknown,Unknown,,,Unknown/eMMC,0,Used,Matara,0
169000.0,Asus,Ryzen 5,Unknown,8.0,512.0,NVMe SSD,0,New,Colombo,1
145000.0,Apple,Apple M1,Unknown,8.0,,Unknown/eMMC,0,Used,Colombo,0
39990.0,Other,Unknown,Unknown,4.0,,Unknown/eMMC,0,Used,Colombo,1
27990.0,Other,Unknown,Unknown,4.0,,Unknown/eMMC,0,Used,Colombo,1
220000.0,Asus,Unknown,Unknown,,,Unknown/eMMC,0,Used,Kalutara,0
47490.0,Other,Unknown,Unknown,8.0,128.0,Unknown/eMMC,0,Used,Colombo,1
41990.0,Other,Unknown,Unknown,4.0,128.0,Unknown/eMMC,0,Used,Colombo,1
118000.0,HP,Core i5,11,256.0,256.0,SSD,0,Used,Batticaloa,1
27490.0,Other,Unknown,Unknown,4.0,,Unknown/eMMC,0,Used,Colombo,1
124000.0,Other,Core i7,11,256.0,256.0,Unknown/eMMC,0,Used,Ampara,1
82990.0,Samsung,Unknown,Unknown,5.0,,Unknown/eMMC,0,Used,Colombo,1
129990.0,Samsung,Unknown,Unknown,5.0,128.0,Unknown/eMMC,0,Used,Colombo,1
200000.0,Lenovo,Core Ultra 5,Unknown,,,Unknown/eMMC,0,Used,Colombo,0
89990.0,Samsung,Unknown,Unknown,5.0,128.0,Unknown/eMMC,0,Used,Colombo,1
267990.0,Lenovo,Ryzen 5,Unknown,16.0,,Unknown/eMMC,1,New,Colombo,1
169500.0,Dell,Core i7,11,32.0,512.0,NVMe SSD,0,Used,Colombo,1
148500.0,Dell,Core i7,12,,,Unknown/eMMC,0,Used,Colombo,1
45000.0,Other,Core i5,Unknown,,,Unknown/eMMC,0,Used,Gampaha,0
88900.0,Dell,Core i7,11,8.0,256.0,SSD,0,Used,Colombo,1
81000.0,Dell,Core i7,11,8.0,256.0,SSD,0,Used,Colombo,1
74990.0,Samsung,Unknown,Unknown,8.0,128.0,Unknown/eMMC,0,Used,Colombo,1
78900.0,Dell,Core i7,10,8.0,256.0,NVMe SSD,0,Used,Colombo,1
46490.0,Samsung,Unknown,Unknown,4.0,,Unknown/eMMC,0,Used,Colombo,1
61900.0,Dell,Core i5,8,8.0,256.0,NVMe SSD,0,Used,Colombo,1
85500.0,Lenovo,Unknown,8,12.0,,Unknown/eMMC,0,Used,Gampaha,0
60000.0,Other,Core i3,11,256.0,256.0,Unknown/eMMC,0,Used,Ampara,0
312990.0,Apple,Unknown,Unknown,256.0,256.0,Unknown/eMMC,0,Used,Colombo,1
208000.0,Asus,Unknown,14,8.0,512.0,Unknown/eMMC,0,New,Colombo,1
179000.0,Asus,Core i5,14,8.0,512.0,NVMe SSD,0,New,Colombo,1
329990.0,Apple,Apple M4,Unknown,256.0,256.0,Unknown/eMMC,0,Used,Colombo,1
304990.0,Apple,Apple M3,Unknown,256.0,256.0,Unknown/eMMC,0,Used,Colombo,1
59550.0,Other,Core i5,6,,,Unknown/eMMC,0,Used,Kurunegala,0
177990.0,Apple,Apple M3,Unknown,128.0,128.0,Unknown/eMMC,0,Used,Colombo,1
169000.0,Asus,Ryzen 5,Unknown,8.0,512.0,NVMe SSD,0,New,Colombo,1
469000.0,Asus,Core i7,Unknown,32.0,,Unknown/eMMC,1,New,Colombo,1
154990.0,Apple,Unknown,11,256.0,256.0,Unknown/eMMC,0,Used,Colombo,1
195000.0,MSI,Core i5,13,512.0,512.0,SSD,0,Used,Colombo,1
197990.0,MSI,Core i7,11,16.0,512.0,NVMe SSD,1,Used,Ratnapura,1
219000.0,Asus,Core i5,13,,,Unknown/eMMC,0,Used,Colombo,1
289000.0,Asus,Unknown,15,,,Unknown/eMMC,1,New,Colombo,1
177990.0,MSI,Core i7,10,8.0,1024.0,SSD,1,Used,Ratnapura,1
75000.0,Dell,Core i7,8,8.0,256.0,NVMe SSD,0,Used,Colombo,1
239500.0,HP,Core i5,13,6.0,,Unknown/eMMC,1,Used,Colombo,1
